"Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home"
1,2019-11-16,"Army (NY)","Virginia Military Institute",47,6,1
0,2019-11-30,"Army (NY)","Hawaii",31,52,0
0,2019-12-14,"Army (NY)","Navy (MD)",7,31,1
0,2019-08-31,"New Mexico St.","Washington St.",7,58,0
0,2019-09-07,"New Mexico St.","Alabama",10,62,0
0,2019-09-14,"New Mexico St.","San Diego St. (CA)",10,31,1
0,2019-09-21,"New Mexico St.","New Mexico",52,55,0
0,2019-09-28,"New Mexico St.","Fresno St. (CA)",17,30,1
0,2019-10-05,"New Mexico St.","Liberty (VA)",13,20,1
0,2019-10-12,"New Mexico St.","Central Michigan",28,42,0
0,2019-10-26,"New Mexico St.","Georgia Southern",7,41,0
0,2019-11-09,"New Mexico St.","Mississippi",3,41,0
1,2019-11-16,"New Mexico St.","Incarnate Word (TX)",41,28,1
1,2019-11-23,"New Mexico St.","Texas-El Paso",44,35,1
0,2019-11-30,"New Mexico St.","Liberty (VA)",28,49,0
0,2019-08-30,"Massachusetts","Rutgers (NJ)",21,48,0
0,2019-09-07,"Massachusetts","Southern Illinois",20,45,1
0,2019-09-14,"Massachusetts","North Carolina-Charlotte",17,52,0
0,2019-09-21,"Massachusetts","Coastal Carolina (SC)",28,62,1
1,2019-09-28,"Massachusetts","Akron (OH)",37,29,1
0,2019-10-12,"Massachusetts","Louisiana Tech",21,69,0
0,2019-10-26,"Massachusetts","Connecticut",35,56,1
0,2019-11-02,"Massachusetts","Liberty (VA)",21,63,1
0,2019-11-09,"Massachusetts","Army (NY)",7,63,0
0,2019-11-16,"Massachusetts","Northwestern (IL)",6,45,0
0,2019-11-23,"Massachusetts","Brigham Young (UT)",24,56,1
0,2019-08-29,"Kent St. (OH)","Arizona St.",7,30,0
1,2019-09-07,"Kent St. (OH)","Kennesaw St. (GA)",26,23,1
0,2019-09-14,"Kent St. (OH)","Auburn (AL)",16,55,0
1,2019-09-21,"Kent St. (OH)","Bowling Green (OH)",62,20,1
0,2019-10-05,"Kent St. (OH)","Wisconsin",0,48,0
1,2019-10-12,"Kent St. (OH)","Akron (OH)",26,3,0
0,2019-10-19,"Kent St. (OH)","Ohio",38,45,0
0,2019-10-26,"Kent St. (OH)","Miami (OH)",16,23,1
0,2019-11-05,"Kent St. (OH)","Toledo (OH)",33,35,0
1,2019-11-14,"Kent St. (OH)","Buffalo (NY)",30,27,1
1,2019-11-23,"Kent St. (OH)","Ball St. (IN)",41,38,1
1,2019-11-29,"Kent St. (OH)","Eastern Michigan",34,26,0
1,2019-12-20,"Kent St. (OH)","Utah St.",51,41,1
1,2019-08-31,"Ohio","Rhode Island",41,20,1
0,2019-09-07,"Ohio","Pittsburgh (PA)",10,20,0
0,2019-09-14,"Ohio","Marshall (WV)",31,33,0
0,2019-09-21,"Ohio","Louisiana-Lafayette",25,45,1
1,2019-10-05,"Ohio","Buffalo (NY)",21,20,0
0,2019-10-12,"Ohio","Northern Illinois",36,39,1
1,2019-10-19,"Ohio","Kent St. (OH)",45,38,1
1,2019-10-26,"Ohio","Ball St. (IN)",34,21,0
0,2019-11-06,"Ohio","Miami (OH)",21,24,1
0,2019-11-12,"Ohio","Western Michigan",34,37,1
1,2019-11-19,"Ohio","Bowling Green (OH)",66,24,0
1,2019-11-26,"Ohio","Akron (OH)",52,3,0
1,2020-01-03,"Ohio","Nevada",30,21,1
0,2019-08-31,"Akron (OH)","Illinois",3,42,0
0,2019-09-07,"Akron (OH)","Alabama-Birmingham",20,31,1
0,2019-09-14,"Akron (OH)","Central Michigan",24,45,0
0,2019-09-21,"Akron (OH)","Troy (AL)",7,35,1
0,2019-09-28,"Akron (OH)","Massachusetts",29,37,0
0,2019-10-12,"Akron (OH)","Kent St. (OH)",3,26,1
0,2019-10-19,"Akron (OH)","Buffalo (NY)",0,21,1
0,2019-10-26,"Akron (OH)","Northern Illinois",0,49,0
0,2019-11-02,"Akron (OH)","Bowling Green (OH)",6,35,0
0,2019-11-12,"Akron (OH)","Eastern Michigan",14,42,1
0,2019-11-20,"Akron (OH)","Miami (OH)",17,20,0
0,2019-11-26,"Akron (OH)","Ohio",3,52,1
1,2019-08-29,"Buffalo (NY)","Robert Morris (PA)",38,10,1
0,2019-09-07,"Buffalo (NY)","Penn St.",13,45,0
0,2019-09-14,"Buffalo (NY)","Liberty (VA)",17,35,0
1,2019-09-21,"Buffalo (NY)","Temple (PA)",38,22,1
0,2019-09-28,"Buffalo (NY)","Miami (OH)",20,34,0
0,2019-10-05,"Buffalo (NY)","Ohio",20,21,1
1,2019-10-19,"Buffalo (NY)","Akron (OH)",21,0,0
1,2019-10-26,"Buffalo (NY)","Central Michigan",43,20,1
1,2019-11-02,"Buffalo (NY)","Eastern Michigan",43,14,0
0,2019-11-14,"Buffalo (NY)","Kent St. (OH)",27,30,0
1,2019-11-20,"Buffalo (NY)","Toledo (OH)",49,30,1
1,2019-11-29,"Buffalo (NY)","Bowling Green (OH)",49,7,1
1,2019-12-20,"Buffalo (NY)","North Carolina-Charlotte",31,9,1
1,2019-08-29,"Bowling Green (OH)","Morgan St. (MD)",46,3,1
0,2019-09-07,"Bowling Green (OH)","Kansas St.",0,52,0
0,2019-09-14,"Bowling Green (OH)","Louisiana Tech",7,35,1
0,2019-09-21,"Bowling Green (OH)","Kent St. (OH)",20,62,0
0,2019-10-05,"Bowling Green (OH)","Notre Dame (IN)",0,52,0
1,2019-10-12,"Bowling Green (OH)","Toledo (OH)",20,7,1
0,2019-10-19,"Bowling Green (OH)","Central Michigan",20,38,1
0,2019-10-26,"Bowling Green (OH)","Western Michigan",10,49,0
1,2019-11-02,"Bowling Green (OH)","Akron (OH)",35,6,1
0,2019-11-13,"Bowling Green (OH)","Miami (OH)",3,44,0
0,2019-11-19,"Bowling Green (OH)","Ohio",24,66,1
0,2019-11-29,"Bowling Green (OH)","Buffalo (NY)",7,49,0
1,2019-08-31,"Western Michigan","Monmouth (NJ)",48,13,1
0,2019-09-07,"Western Michigan","Michigan St.",17,51,0
1,2019-09-14,"Western Michigan","Georgia St.",57,10,1
0,2019-09-21,"Western Michigan","Syracuse (NY)",33,52,0
1,2019-09-28,"Western Michigan","Central Michigan",31,15,1
0,2019-10-05,"Western Michigan","Toledo (OH)",24,31,0
1,2019-10-12,"Western Michigan","Miami (OH)",38,16,1
0,2019-10-19,"Western Michigan","Eastern Michigan",27,34,0
1,2019-10-26,"Western Michigan","Bowling Green (OH)",49,10,1
1,2019-11-05,"Western Michigan","Ball St. (IN)",35,31,1
1,2019-11-12,"Western Michigan","Ohio",37,34,0
0,2019-11-26,"Western Michigan","Northern Illinois",14,17,0
0,2019-12-30,"Western Michigan","Western Kentucky",20,23,1
1,2019-08-29,"Central Michigan","SUNY-Albany (NY)",38,21,1
0,2019-09-07,"Central Michigan","Wisconsin",0,61,0
1,2019-09-14,"Central Michigan","Akron (OH)",45,24,1
0,2019-09-21,"Central Michigan","Miami (FL)",12,17,0
0,2019-09-28,"Central Michigan","Western Michigan",15,31,0
1,2019-10-05,"Central Michigan","Eastern Michigan",42,16,1
1,2019-10-12,"Central Michigan","New Mexico St.",42,28,1
1,2019-10-19,"Central Michigan","Bowling Green (OH)",38,20,0
0,2019-10-26,"Central Michigan","Buffalo (NY)",20,43,0
1,2019-11-02,"Central Michigan","Northern Illinois",48,10,1
1,2019-11-16,"Central Michigan","Ball St. (IN)",45,44,0
1,2019-11-29,"Central Michigan","Toledo (OH)",49,7,1
0,2019-12-07,"Central Michigan","Miami (OH)",21,26,1
0,2019-12-21,"Central Michigan","San Diego St. (CA)",11,48,1
0,2019-08-31,"Ball St. (IN)","Indiana",24,34,1
1,2019-09-07,"Ball St. (IN)","Fordham (NY)",57,29,1
0,2019-09-14,"Ball St. (IN)","Florida Atlantic",31,41,1
0,2019-09-21,"Ball St. (IN)","North Carolina St.",23,34,0
1,2019-10-05,"Ball St. (IN)","Northern Illinois",27,20,0
1,2019-10-12,"Ball St. (IN)","Eastern Michigan",29,23,0
1,2019-10-19,"Ball St. (IN)","Toledo (OH)",52,14,1
0,2019-10-26,"Ball St. (IN)","Ohio",21,34,1
0,2019-11-05,"Ball St. (IN)","Western Michigan",31,35,0
0,2019-11-16,"Ball St. (IN)","Central Michigan",44,45,1
0,2019-11-23,"Ball St. (IN)","Kent St. (OH)",38,41,0
1,2019-11-29,"Ball St. (IN)","Miami (OH)",41,27,1
1,2019-08-31,"Northern Illinois","Illinois St.",24,10,1
0,2019-09-07,"Northern Illinois","Utah",17,35,0
0,2019-09-14,"Northern Illinois","Nebraska",8,44,0
0,2019-09-28,"Northern Illinois","Vanderbilt (TN)",18,24,0
0,2019-10-05,"Northern Illinois","Ball St. (IN)",20,27,1
1,2019-10-12,"Northern Illinois","Ohio",39,36,0
0,2019-10-19,"Northern Illinois","Miami (OH)",24,27,0
1,2019-10-26,"Northern Illinois","Akron (OH)",49,0,1
0,2019-11-02,"Northern Illinois","Central Michigan",10,48,0
1,2019-11-13,"Northern Illinois","Toledo (OH)",31,28,0
0,2019-11-19,"Northern Illinois","Eastern Michigan",17,45,1
1,2019-11-26,"Northern Illinois","Western Michigan",17,14,1
1,2019-08-31,"Boise St. (ID)","Florida St.",36,31,0
1,2019-09-06,"Boise St. (ID)","Marshall (WV)",14,7,1
1,2019-09-14,"Boise St. (ID)","Portland St. (OR)",45,10,1
1,2019-09-20,"Boise St. (ID)","Air Force (CO)",30,19,1
1,2019-10-05,"Boise St. (ID)","Nevada-Las Vegas",38,13,0
1,2019-10-12,"Boise St. (ID)","Hawaii",59,37,1
0,2019-10-19,"Boise St. (ID)","Brigham Young (UT)",25,28,0
1,2019-11-02,"Boise St. (ID)","San Jose St. (CA)",52,42,0
1,2019-11-09,"Boise St. (ID)","Wyoming",20,17,1
1,2019-11-16,"Boise St. (ID)","New Mexico",42,9,1
1,2019-11-23,"Boise St. (ID)","Utah St.",56,21,0
1,2019-11-29,"Boise St. (ID)","Colorado St.",31,24,0
1,2019-12-07,"Boise St. (ID)","Hawaii",31,10,1
0,2019-12-21,"Boise St. (ID)","Washington",7,38,1
0,2019-08-30,"Utah St.","Wake Forest (NC)",35,38,0
1,2019-09-07,"Utah St.","SUNY-Stony Brook (NY)",62,7,1
1,2019-09-21,"Utah St.","San Diego St. (CA)",23,17,0
1,2019-09-28,"Utah St.","Colorado St.",34,24,1
0,2019-10-05,"Utah St.","Louisiana St.",6,42,0
1,2019-10-19,"Utah St.","Nevada",36,10,1
0,2019-10-26,"Utah St.","Air Force (CO)",7,31,0
0,2019-11-02,"Utah St.","Brigham Young (UT)",14,42,1
1,2019-11-09,"Utah St.","Fresno St. (CA)",37,35,0
1,2019-11-16,"Utah St.","Wyoming",26,21,1
0,2019-11-23,"Utah St.","Boise St. (ID)",21,56,1
1,2019-11-30,"Utah St.","New Mexico",38,25,0
0,2019-12-20,"Utah St.","Kent St. (OH)",41,51,1
0,2019-08-31,"Toledo (OH)","Kentucky",24,38,0
1,2019-09-14,"Toledo (OH)","Murray St. (KY)",45,0,1
1,2019-09-21,"Toledo (OH)","Colorado St.",41,35,0
1,2019-09-28,"Toledo (OH)","Brigham Young (UT)",28,21,1
1,2019-10-05,"Toledo (OH)","Western Michigan",31,24,1
0,2019-10-12,"Toledo (OH)","Bowling Green (OH)",7,20,0
0,2019-10-19,"Toledo (OH)","Ball St. (IN)",14,52,0
1,2019-10-26,"Toledo (OH)","Eastern Michigan",37,34,1
1,2019-11-05,"Toledo (OH)","Kent St. (OH)",35,33,1
0,2019-11-13,"Toledo (OH)","Northern Illinois",28,31,1
0,2019-11-20,"Toledo (OH)","Buffalo (NY)",30,49,0
0,2019-11-29,"Toledo (OH)","Central Michigan",7,49,0
1,2019-08-31,"Eastern Michigan","Coastal Carolina (SC)",30,23,0
0,2019-09-07,"Eastern Michigan","Kentucky",17,38,0
1,2019-09-14,"Eastern Michigan","Illinois",34,31,0
1,2019-09-21,"Eastern Michigan","Central Connecticut St.",34,29,1
0,2019-10-05,"Eastern Michigan","Central Michigan",16,42,0
0,2019-10-12,"Eastern Michigan","Ball St. (IN)",23,29,1
1,2019-10-19,"Eastern Michigan","Western Michigan",34,27,1
0,2019-10-26,"Eastern Michigan","Toledo (OH)",34,37,0
0,2019-11-02,"Eastern Michigan","Buffalo (NY)",14,43,1
1,2019-11-12,"Eastern Michigan","Akron (OH)",42,14,0
1,2019-11-19,"Eastern Michigan","Northern Illinois",45,17,0
0,2019-11-29,"Eastern Michigan","Kent St. (OH)",26,34,1
0,2019-12-26,"Eastern Michigan","Pittsburgh (PA)",30,34,1
1,2019-08-31,"Wyoming","Missouri",37,31,1
1,2019-09-07,"Wyoming","Texas St.",23,14,0
1,2019-09-14,"Wyoming","Idaho",21,16,1
0,2019-09-21,"Wyoming","Tulsa (OK)",21,24,0
1,2019-09-28,"Wyoming","Nevada-Las Vegas",53,17,1
0,2019-10-12,"Wyoming","San Diego St. (CA)",22,26,0
1,2019-10-19,"Wyoming","New Mexico",23,10,1
1,2019-10-26,"Wyoming","Nevada",31,3,1
0,2019-11-09,"Wyoming","Boise St. (ID)",17,20,0
0,2019-11-16,"Wyoming","Utah St.",21,26,0
1,2019-11-22,"Wyoming","Colorado St.",17,7,1
0,2019-11-30,"Wyoming","Air Force (CO)",6,20,0
1,2019-12-31,"Wyoming","Georgia St.",38,17,1
1,2019-08-31,"Air Force (CO)","Colgate (NY)",48,7,1
1,2019-09-14,"Air Force (CO)","Colorado",30,23,0
0,2019-09-20,"Air Force (CO)","Boise St. (ID)",19,30,0
1,2019-09-27,"Air Force (CO)","San Jose St. (CA)",41,24,1
0,2019-10-05,"Air Force (CO)","Navy (MD)",25,34,0
1,2019-10-12,"Air Force (CO)","Fresno St. (CA)",43,24,1
1,2019-10-19,"Air Force (CO)","Hawaii",56,26,0
1,2019-10-26,"Air Force (CO)","Utah St.",31,7,1
1,2019-11-02,"Air Force (CO)","Army (NY)",17,13,1
1,2019-11-16,"Air Force (CO)","Colorado St.",38,21,0
1,2019-11-23,"Air Force (CO)","New Mexico",44,22,0
1,2019-11-30,"Air Force (CO)","Wyoming",20,6,1
1,2019-12-27,"Air Force (CO)","Washington St.",31,21,1
0,2019-09-14,"New Mexico","Notre Dame (IN)",14,66,0
1,2019-09-21,"New Mexico","New Mexico St.",55,52,1
0,2019-09-28,"New Mexico","Liberty (VA)",10,17,0
0,2019-10-04,"New Mexico","San Jose St. (CA)",21,32,0
0,2019-10-11,"New Mexico","Colorado St.",21,35,1
0,2019-10-19,"New Mexico","Wyoming",10,23,0
0,2019-10-26,"New Mexico","Hawaii",31,45,1
0,2019-11-02,"New Mexico","Nevada",10,21,0
0,2019-11-16,"New Mexico","Boise St. (ID)",9,42,0
0,2019-11-23,"New Mexico","Air Force (CO)",22,44,1
0,2019-11-30,"New Mexico","Utah St.",25,38,1
1,2019-08-24,"Hawaii","Arizona",45,38,1
1,2019-09-07,"Hawaii","Oregon St.",31,28,1
0,2019-09-14,"Hawaii","Washington",20,52,0
1,2019-09-21,"Hawaii","Central Arkansas",35,16,1
1,2019-09-28,"Hawaii","Nevada",54,3,0
0,2019-10-12,"Hawaii","Boise St. (ID)",37,59,0
0,2019-10-19,"Hawaii","Air Force (CO)",26,56,1
1,2019-10-26,"Hawaii","New Mexico",45,31,0
0,2019-11-02,"Hawaii","Fresno St. (CA)",38,41,1
1,2019-11-09,"Hawaii","San Jose St. (CA)",42,40,1
1,2019-11-16,"Hawaii","Nevada-Las Vegas",21,7,0
1,2019-11-23,"Hawaii","San Diego St. (CA)",14,11,1
1,2019-11-30,"Hawaii","Army (NY)",52,31,1
0,2019-12-07,"Hawaii","Boise St. (ID)",10,31,0
1,2019-12-24,"Hawaii","Brigham Young (UT)",38,34,1
1,2019-08-30,"Nevada","Purdue (IN)",34,31,1
0,2019-09-07,"Nevada","Oregon",6,77,0
1,2019-09-14,"Nevada","Weber St. (UT)",19,13,1
1,2019-09-21,"Nevada","Texas-El Paso",37,21,0
0,2019-09-28,"Nevada","Hawaii",3,54,1
1,2019-10-12,"Nevada","San Jose St. (CA)",41,38,1
0,2019-10-19,"Nevada","Utah St.",10,36,0
0,2019-10-26,"Nevada","Wyoming",3,31,0
1,2019-11-02,"Nevada","New Mexico",21,10,1
1,2019-11-09,"Nevada","San Diego St. (CA)",17,13,0
1,2019-11-23,"Nevada","Fresno St. (CA)",35,28,0
0,2019-11-30,"Nevada","Nevada-Las Vegas",30,33,1
0,2020-01-03,"Nevada","Ohio",21,30,1
0,2019-09-07,"San Jose St. (CA)","Tulsa (OK)",16,34,1
1,2019-09-21,"San Jose St. (CA)","Arkansas",31,24,0
0,2019-09-27,"San Jose St. (CA)","Air Force (CO)",24,41,0
1,2019-10-04,"San Jose St. (CA)","New Mexico",32,21,1
0,2019-10-12,"San Jose St. (CA)","Nevada",38,41,0
0,2019-10-19,"San Jose St. (CA)","San Diego St. (CA)",17,27,1
1,2019-10-26,"San Jose St. (CA)","Army (NY)",34,29,0
0,2019-11-02,"San Jose St. (CA)","Boise St. (ID)",42,52,1
0,2019-11-09,"San Jose St. (CA)","Hawaii",40,42,0
0,2019-11-23,"San Jose St. (CA)","Nevada-Las Vegas",35,38,0
1,2019-11-30,"San Jose St. (CA)","Fresno St. (CA)",17,16,1
0,2019-08-30,"Colorado St.","Colorado",31,52,1
1,2019-09-07,"Colorado St.","Western Illinois",38,13,1
0,2019-09-14,"Colorado St.","Arkansas",34,55,0
0,2019-09-21,"Colorado St.","Toledo (OH)",35,41,1
0,2019-09-28,"Colorado St.","Utah St.",24,34,0
0,2019-10-05,"Colorado St.","San Diego St. (CA)",10,24,1
1,2019-10-11,"Colorado St.","New Mexico",35,21,0
1,2019-10-26,"Colorado St.","Fresno St. (CA)",41,31,0
1,2019-11-02,"Colorado St.","Nevada-Las Vegas",37,17,1
0,2019-11-16,"Colorado St.","Air Force (CO)",21,38,1
0,2019-11-22,"Colorado St.","Wyoming",7,17,0
0,2019-11-29,"Colorado St.","Boise St. (ID)",24,31,1
1,2019-08-31,"Nevada-Las Vegas","Southern Utah",56,23,1
0,2019-09-07,"Nevada-Las Vegas","Arkansas St.",17,43,1
0,2019-09-14,"Nevada-Las Vegas","Northwestern (IL)",14,30,0
0,2019-09-28,"Nevada-Las Vegas","Wyoming",17,53,0
0,2019-10-05,"Nevada-Las Vegas","Boise St. (ID)",13,38,1
1,2019-10-12,"Nevada-Las Vegas","Vanderbilt (TN)",34,10,0
0,2019-10-18,"Nevada-Las Vegas","Fresno St. (CA)",27,56,0
0,2019-10-26,"Nevada-Las Vegas","San Diego St. (CA)",17,20,1
0,2019-11-02,"Nevada-Las Vegas","Colorado St.",17,37,0
0,2019-11-16,"Nevada-Las Vegas","Hawaii",7,21,1
1,2019-11-23,"Nevada-Las Vegas","San Jose St. (CA)",38,35,1
1,2019-11-30,"Nevada-Las Vegas","Nevada",33,30,0
1,2019-08-31,"San Diego St. (CA)","Weber St. (UT)",6,0,1
1,2019-09-07,"San Diego St. (CA)","UCLA",23,14,0
1,2019-09-14,"San Diego St. (CA)","New Mexico St.",31,10,0
0,2019-09-21,"San Diego St. (CA)","Utah St.",17,23,1
1,2019-10-05,"San Diego St. (CA)","Colorado St.",24,10,0
1,2019-10-12,"San Diego St. (CA)","Wyoming",26,22,1
1,2019-10-19,"San Diego St. (CA)","San Jose St. (CA)",27,17,0
1,2019-10-26,"San Diego St. (CA)","Nevada-Las Vegas",20,17,0
0,2019-11-09,"San Diego St. (CA)","Nevada",13,17,1
1,2019-11-15,"San Diego St. (CA)","Fresno St. (CA)",17,7,1
0,2019-11-23,"San Diego St. (CA)","Hawaii",11,14,0
1,2019-11-30,"San Diego St. (CA)","Brigham Young (UT)",13,3,1
1,2019-12-21,"San Diego St. (CA)","Central Michigan",48,11,1
0,2019-08-31,"Fresno St. (CA)","Southern California",23,31,0
0,2019-09-07,"Fresno St. (CA)","Minnesota",35,38,1
1,2019-09-21,"Fresno St. (CA)","Cal St.-Sacramento",34,20,1
1,2019-09-28,"Fresno St. (CA)","New Mexico St.",30,17,0
0,2019-10-12,"Fresno St. (CA)","Air Force (CO)",24,43,0
1,2019-10-18,"Fresno St. (CA)","Nevada-Las Vegas",56,27,1
0,2019-10-26,"Fresno St. (CA)","Colorado St.",31,41,1
1,2019-11-02,"Fresno St. (CA)","Hawaii",41,38,0
0,2019-11-09,"Fresno St. (CA)","Utah St.",35,37,1
0,2019-11-15,"Fresno St. (CA)","San Diego St. (CA)",7,17,0
0,2019-11-23,"Fresno St. (CA)","Nevada",28,35,1
0,2019-11-30,"Fresno St. (CA)","San Jose St. (CA)",16,17,0
0,2019-08-31,"Oregon","Auburn (AL)",21,27,1
1,2019-09-07,"Oregon","Nevada",77,6,1
1,2019-09-14,"Oregon","Montana",35,3,1
1,2019-09-21,"Oregon","Stanford (CA)",21,6,0
1,2019-10-05,"Oregon","California",17,7,1
1,2019-10-11,"Oregon","Colorado",45,3,1
1,2019-10-19,"Oregon","Washington",35,31,0
1,2019-10-26,"Oregon","Washington St.",37,35,1
1,2019-11-02,"Oregon","Southern California",56,24,0
1,2019-11-16,"Oregon","Arizona",34,6,1
0,2019-11-23,"Oregon","Arizona St.",28,31,0
1,2019-11-30,"Oregon","Oregon St.",24,10,1
1,2019-12-06,"Oregon","Utah",37,15,1
1,2020-01-01,"Oregon","Wisconsin",28,27,1
1,2019-08-31,"California","California-Davis",27,13,1
1,2019-09-07,"California","Washington",20,19,0
1,2019-09-14,"California","North Texas",23,17,1
1,2019-09-21,"California","Mississippi",28,20,0
0,2019-09-27,"California","Arizona St.",17,24,1
0,2019-10-05,"California","Oregon",7,17,0
0,2019-10-19,"California","Oregon St.",17,21,1
0,2019-10-26,"California","Utah",0,35,0
1,2019-11-09,"California","Washington St.",33,20,1
0,2019-11-16,"California","Southern California",17,41,1
1,2019-11-23,"California","Stanford (CA)",24,20,0
1,2019-11-30,"California","UCLA",28,18,0
1,2019-12-30,"California","Illinois",35,20,1
1,2019-08-31,"Washington St.","New Mexico St.",58,7,1
1,2019-09-13,"Washington St.","Houston (TX)",31,24,1
0,2019-09-21,"Washington St.","UCLA",63,67,1
0,2019-09-28,"Washington St.","Utah",13,38,0
0,2019-10-12,"Washington St.","Arizona St.",34,38,0
1,2019-10-19,"Washington St.","Colorado",41,10,1
0,2019-10-26,"Washington St.","Oregon",35,37,0
0,2019-11-09,"Washington St.","California",20,33,0
1,2019-11-16,"Washington St.","Stanford (CA)",49,22,1
1,2019-11-23,"Washington St.","Oregon St.",54,53,1
0,2019-11-29,"Washington St.","Washington",13,31,0
0,2019-12-27,"Washington St.","Air Force (CO)",21,31,1
0,2019-08-30,"Oregon St.","Oklahoma St.",36,52,1
0,2019-09-07,"Oregon St.","Hawaii",28,31,0
1,2019-09-14,"Oregon St.","Cal Poly-San Luis Obispo",45,7,1
0,2019-09-28,"Oregon St.","Stanford (CA)",28,31,1
1,2019-10-05,"Oregon St.","UCLA",48,31,0
0,2019-10-12,"Oregon St.","Utah",7,52,1
1,2019-10-19,"Oregon St.","California",21,17,0
1,2019-11-02,"Oregon St.","Arizona",56,38,0
0,2019-11-08,"Oregon St.","Washington",7,19,1
1,2019-11-16,"Oregon St.","Arizona St.",35,34,1
0,2019-11-23,"Oregon St.","Washington St.",53,54,0
0,2019-11-30,"Oregon St.","Oregon",10,24,0
1,2019-08-31,"Southern California","Fresno St. (CA)",31,23,1
1,2019-09-07,"Southern California","Stanford (CA)",45,20,1
0,2019-09-14,"Southern California","Brigham Young (UT)",27,30,0
1,2019-09-20,"Southern California","Utah",30,23,1
0,2019-09-28,"Southern California","Washington",14,28,0
0,2019-10-12,"Southern California","Notre Dame (IN)",27,30,0
1,2019-10-19,"Southern California","Arizona",41,14,1
1,2019-10-25,"Southern California","Colorado",35,31,0
0,2019-11-02,"Southern California","Oregon",24,56,1
1,2019-11-09,"Southern California","Arizona St.",31,26,0
1,2019-11-16,"Southern California","California",41,17,0
1,2019-11-23,"Southern California","UCLA",52,35,1
0,2019-12-27,"Southern California","Iowa",24,49,1
1,2019-08-29,"Utah","Brigham Young (UT)",30,12,0
1,2019-09-07,"Utah","Northern Illinois",35,17,1
1,2019-09-14,"Utah","Idaho St.",31,0,1
0,2019-09-20,"Utah","Southern California",23,30,0
1,2019-09-28,"Utah","Washington St.",38,13,1
1,2019-10-12,"Utah","Oregon St.",52,7,0
1,2019-10-19,"Utah","Arizona St.",21,3,1
1,2019-10-26,"Utah","California",35,0,1
1,2019-11-02,"Utah","Washington",33,28,0
1,2019-11-16,"Utah","UCLA",49,3,1
1,2019-11-23,"Utah","Arizona",35,7,0
1,2019-11-30,"Utah","Colorado",45,15,1
0,2019-12-06,"Utah","Oregon",15,37,1
0,2019-12-31,"Utah","Texas",10,38,1
1,2019-08-31,"Washington","Eastern Washington",47,14,1
0,2019-09-07,"Washington","California",19,20,1
1,2019-09-14,"Washington","Hawaii",52,20,1
1,2019-09-21,"Washington","Brigham Young (UT)",45,19,0
1,2019-09-28,"Washington","Southern California",28,14,1
0,2019-10-05,"Washington","Stanford (CA)",13,23,0
1,2019-10-12,"Washington","Arizona",51,27,0
0,2019-10-19,"Washington","Oregon",31,35,1
0,2019-11-02,"Washington","Utah",28,33,1
1,2019-11-08,"Washington","Oregon St.",19,7,0
0,2019-11-23,"Washington","Colorado",14,20,0
1,2019-11-29,"Washington","Washington St.",31,13,1
1,2019-12-21,"Washington","Boise St. (ID)",38,7,1
1,2019-08-31,"Stanford (CA)","Northwestern (IL)",17,7,1
0,2019-09-07,"Stanford (CA)","Southern California",20,45,0
0,2019-09-14,"Stanford (CA)","Central Florida",27,45,0
0,2019-09-21,"Stanford (CA)","Oregon",6,21,1
1,2019-09-28,"Stanford (CA)","Oregon St.",31,28,0
1,2019-10-05,"Stanford (CA)","Washington",23,13,1
0,2019-10-17,"Stanford (CA)","UCLA",16,34,1
1,2019-10-26,"Stanford (CA)","Arizona",41,31,1
0,2019-11-09,"Stanford (CA)","Colorado",13,16,0
0,2019-11-16,"Stanford (CA)","Washington St.",22,49,0
0,2019-11-23,"Stanford (CA)","California",20,24,1
0,2019-11-30,"Stanford (CA)","Notre Dame (IN)",24,45,1
0,2019-08-29,"UCLA","Cincinnati (OH)",14,24,0
0,2019-09-07,"UCLA","San Diego St. (CA)",14,23,1
0,2019-09-14,"UCLA","Oklahoma",14,48,1
1,2019-09-21,"UCLA","Washington St.",67,63,0
0,2019-09-28,"UCLA","Arizona",17,20,0
0,2019-10-05,"UCLA","Oregon St.",31,48,1
1,2019-10-17,"UCLA","Stanford (CA)",34,16,0
1,2019-10-26,"UCLA","Arizona St.",42,32,1
1,2019-11-02,"UCLA","Colorado",31,14,1
0,2019-11-16,"UCLA","Utah",3,49,0
0,2019-11-23,"UCLA","Southern California",35,52,0
0,2019-11-30,"UCLA","California",18,28,1
1,2019-08-30,"Colorado","Colorado St.",52,31,1
1,2019-09-07,"Colorado","Nebraska",34,31,1
0,2019-09-14,"Colorado","Air Force (CO)",23,30,1
1,2019-09-21,"Colorado","Arizona St.",34,31,0
0,2019-10-05,"Colorado","Arizona",30,35,1
0,2019-10-11,"Colorado","Oregon",3,45,0
0,2019-10-19,"Colorado","Washington St.",10,41,0
0,2019-10-25,"Colorado","Southern California",31,35,1
0,2019-11-02,"Colorado","UCLA",14,31,0
1,2019-11-09,"Colorado","Stanford (CA)",16,13,1
1,2019-11-23,"Colorado","Washington",20,14,1
0,2019-11-30,"Colorado","Utah",15,45,0
1,2019-08-31,"Georgia","Vanderbilt (TN)",30,6,0
1,2019-09-07,"Georgia","Murray St. (KY)",63,17,1
1,2019-09-14,"Georgia","Arkansas St.",55,0,1
1,2019-09-21,"Georgia","Notre Dame (IN)",23,17,1
