"","Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home","Week"
"671",1,2016-09-24,"Virginia Tech","East Carolina (NC)",54,17,1,4
"672",1,2016-09-24,"Wake Forest (NC)","Indiana",33,28,0,4
"673",1,2016-09-24,"Baylor (TX)","Oklahoma St.",35,24,1,4
"674",1,2016-09-24,"Kansas St.","Missouri St.",35,0,1,4
"675",0,2016-09-24,"Oklahoma St.","Baylor (TX)",24,35,0,4
"676",1,2016-09-24,"West Virginia","Brigham Young (UT)",35,32,1,4
"677",0,2016-09-24,"Pittsburgh (PA)","North Carolina",36,37,0,4
"678",1,2016-09-24,"Syracuse (NY)","Connecticut",31,24,0,4
"679",1,2016-09-24,"Iowa","Rutgers (NJ)",14,7,0,4
"680",0,2016-09-24,"Indiana","Wake Forest (NC)",28,33,1,4
"681",1,2016-09-24,"Michigan","Penn St.",49,10,1,4
"682",0,2016-09-24,"Michigan St.","Wisconsin",6,30,1,4
"683",1,2016-09-24,"Minnesota","Colorado St.",31,24,1,4
"684",1,2016-09-24,"Nebraska","Northwestern (IL)",24,13,0,4
"685",1,2016-09-24,"Wisconsin","Michigan St.",30,6,0,4
"686",0,2016-09-24,"Penn St.","Michigan",10,49,0,4
"687",0,2016-09-24,"Rutgers (NJ)","Iowa",7,14,1,4
"688",1,2016-09-24,"Purdue (IN)","Nevada",24,14,1,4
"689",0,2016-09-24,"Florida Atlantic","Ball St. (IN)",27,31,1,4
"690",0,2016-09-24,"North Carolina-Charlotte","Temple (PA)",20,48,0,4
"691",0,2016-09-24,"Louisiana Tech","Middle Tennessee St.",34,38,0,4
"692",0,2016-09-24,"Marshall (WV)","Louisville (KY)",28,59,1,4
"693",1,2016-09-24,"Middle Tennessee St.","Louisiana Tech",38,34,1,4
"694",1,2016-09-24,"North Texas","Rice (TX)",42,35,0,4
"695",1,2016-09-24,"Old Dominion (VA)","Texas-San Antonio",33,19,1,4
"696",0,2016-09-24,"Rice (TX)","North Texas",35,42,1,4
"697",1,2016-09-24,"Southern Mississippi","Texas-El Paso",34,7,0,4
"698",0,2016-09-24,"Texas-San Antonio","Old Dominion (VA)",19,33,0,4
"699",0,2016-09-24,"Western Kentucky","Vanderbilt (TN)",30,31,1,4
"700",0,2016-09-24,"Northwestern (IL)","Nebraska",13,24,1,4
"701",0,2016-09-24,"Army (NY)","Buffalo (NY)",20,23,0,4
"702",0,2016-09-24,"Brigham Young (UT)","West Virginia",32,35,1,4
"703",0,2016-09-24,"Notre Dame (IN)","Duke (NC)",35,38,1,4
"704",0,2016-09-24,"Akron (OH)","Appalachian State (NC)",38,45,1,4
"705",0,2016-09-24,"Massachusetts","Mississippi St.",35,47,1,4
"706",0,2016-09-24,"Florida International","Central Florida",14,53,1,4
"707",0,2016-09-24,"Bowling Green (OH)","Memphis (TN)",3,77,0,4
"708",1,2016-09-24,"Ball St. (IN)","Florida Atlantic",31,27,0,4
"709",1,2016-09-24,"Buffalo (NY)","Army (NY)",23,20,1,4
"710",0,2016-09-24,"Kent St. (OH)","Alabama",0,48,0,4
"711",0,2016-09-24,"Miami (OH)","Cincinnati (OH)",20,27,0,4
"712",1,2016-09-24,"Ohio","Gardner-Webb (NC)",37,21,1,4
"713",1,2016-09-24,"Western Michigan","Georgia Southern",49,31,1,4
"714",0,2016-09-24,"Texas-El Paso","Southern Mississippi",7,34,1,4
"715",1,2016-09-24,"Air Force (CO)","Utah St.",27,20,0,4
"716",1,2016-09-24,"Boise St. (ID)","Oregon St.",38,24,0,4
"717",0,2016-09-24,"Colorado St.","Minnesota",24,31,0,4
"718",0,2016-09-24,"Fresno St. (CA)","Tulsa (OK)",41,48,1,4
"719",0,2016-09-24,"Nevada","Purdue (IN)",14,24,0,4
"720",0,2016-09-24,"Central Michigan","Virginia",35,49,0,4
"721",0,2016-09-24,"Northern Illinois","Western Illinois",23,28,1,4
"722",0,2016-09-24,"San Jose St. (CA)","Iowa St.",10,44,0,4
"723",0,2016-09-24,"Nevada-Las Vegas","Idaho",30,33,1,4
"724",0,2016-09-24,"Utah St.","Air Force (CO)",20,27,1,4
"725",1,2016-09-24,"Arizona St.","California",51,41,1,4
"726",0,2016-09-24,"California","Arizona St.",41,51,0,4
"727",0,2016-09-24,"Arizona","Washington",28,35,1,4
"728",0,2016-09-24,"Oregon","Colorado",38,41,1,4
"729",1,2016-09-24,"Colorado","Oregon",41,38,0,4
"730",0,2016-09-24,"UCLA","Stanford (CA)",13,22,1,4
"731",0,2016-09-24,"Oregon St.","Boise St. (ID)",24,38,1,4
"732",1,2016-09-24,"Washington","Arizona",35,28,0,4
"733",1,2016-09-24,"Alabama","Kent St. (OH)",48,0,1,4
